Column 1	Column 2	Column 3	Column 4	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12
3294	Gary Edward Lasko	null	N-7	1	32	33	181	59			
3295	Stephen James Lauria	null	N-7	0	31	157	187	183			
3296	Maria LaVache	null	N-6	0	135	64	251	90			
3297	Denis Francis Lavelle	null	N-16	1	292	95	451	121			
3298	Kenneth Charles Ledee	null	N-14	0	190	33	358	59			
3299	Elena F. Ledesma	null	N-9	0	324	33	449	59			
3300	Kathryn Blair Lee	Web page designer	  Marsh & McLennan Cos. Inc.	N-9	1	272	126	406	152		
3301	Michael Lepore	technical services employee	  Marsh & McLennan Cos. Inc.	N-13	0	638	157	755	183		
3302	Ye Wei Liang	information systems technician	  Marsh & McLennan Cos. Inc.	N-8	1	37	33	135	59		
3303	Thomas V. Linehan	 Jr.	senior vice president	  Marsh & McLennan Cos. Inc.	N-12	1	227	64	392	90	
3304	Laura Maria Longing	vice president	  Marsh USA	N-8	0	193	64	354	90		
3305	Manuel L. Lopez	null	N-14	1	468	64	591	90			
3306	Jenny Seu Kueng Low Wong	null	N-14	0	201	157	409	183			
3307	Louise A. Lynch	null	N-15	2	435	126	554	152			
3308	Monica Anne Lyons	null	N-7	0	572	126	722	152			
3309	Joseph V. Maggitti	managing partner	  Cambridge Technology Partners	N-4	2	40	33	180	59		
3310	Daniel L. Maher	vice president	  Johnson & Higgins/March McLennan	N-13	0	627	95	747	121		
3311	Debora I. Maldonado	null	N-7	1	164	126	328	152			
3312	Gene Edward Maloy	null	N-3	1	578	126	732	152			
3313	Joseph Mangano	software analyst	  Marsh & McLennan Cos. Inc.	N-3	0	347	157	476	183		
3314	Marion Victoria Manning	executive secretary	  Marsh & McLennan Cos. Inc.	N-13	0	393	33	587	59		
3315	Bernard Mascarenhas	Marsh & McLennan Cos. Inc.	N-7	1	202	33	367	59			
3316	Patricia Ann Cimaroli Massari and her unborn child	null	N-11	0	202	157	580	183			
3317	Rudy Mastrocinque	property claims representative	  Marsh & McLennan Cos. Inc.	N-5	2	428	126	579	152		
3318	Charles William Mathers	managing director	  Marsh & McLennan Cos. Inc.	N-4	2	539	64	725	90		
3319	Dorothy Mauro	state tax clerk	  Marsh & McLennan Cos. Inc.	N-9	0	385	64	513	90		
3320	Nancy T. Mauro	insurance broker	  Marsh & McLennan Cos. Inc.	N-8	1	31	157	156	183		
3321	Patricia Ann McAneney	World Trade Center	N-8	0	232	126	407	152			
3322	Charles Austin McCrann	null	N-12	1	2	126	189	152			
3323	Michael Gregory McGinty	vice president	  Marsh Inc.	N-4	2	324	64	519	90		
3324	Eskedar Melaku	null	N-14	0	610	64	730	90			
3325	Yelena Melnichenko	null	N-10	0	3	126	155	152			
3326	Shevonne Olicia Mentis	clerk	  Marsh & McLennan Cos. Inc.	N-7	0	543	64	719	90		
3327	Nurul H. Miah	audiovisual technologist	  Marsh & McLennan Cos. Inc.	N-15	1	1	126	112	152		
3328	Joel Miller	World Trade Center	N-16	2	157	33	243	59			
3329	Louis Joseph Minervino	vice president	  Marsh USA	N-15	0	577	126	751	152		
3330	Kristen Leigh Montanaro	administrative assistant	  Marsh & McLennan Cos. Inc.	N-3	6	251	95	441	121		
3331	Cheryl Ann Monyak	executive	  Marsh & McLennan Cos. Inc.	N-9	1	105	126	256	152		
3332	Steven P. Morello	facilities manager	  Marsh & McLennan Cos. Inc.	N-3	1	146	126	284	152		
3333	Dorothy Morgan	broker	  Marsh & McLennan Cos. Inc.	N-15	0	339	95	476	121		
3334	William David Moskal	Marsh USA	N-3	1	586	33	752	59			
3335	Peter Moutos	Marsh USA	N-9	1	639	157	747	183			
3336	Kevin James Murphy	consultant	  Marsh & McLennan Cos. Inc.	N-5	1	386	157	533	183		
3337	Patrick Sean Murphy	vice president	  Marsh & McLennan Cos. Inc.	N-5	1	251	126	407	152		
3338	Susan D. Murray	Marsh & McLennan Cos. Inc.	N-14	1	1	126	130	152			
3339	Narender Nath	World Trade Center	N-11	0	136	64	253	90			
3340	Nancy Yuen Ngo	consultant	  Marsh & McLennan Cos. Inc.	N-17	0	143	126	272	152		
3341	Daniel R. Nolan	vice president	  Johnson & Higgins/March McLennan	N-3	0	7	126	129	152		
3342	James A. Oakley	partner and corporate bond broker	  Cantor Fitzgerald	N-9	0	461	33	578	59		
3343	Richard J. O'Connor	insurance broker	  Aon Corp.	N-12	0	571	64	727	90		
3344	Gerald Michael Olcott	Marsh & McLennan Cos. Inc.	N-11	1	381	126	557	152			
3345	Leah Elizabeth Oliver	communications	  Euro Brokers Inc.	N-12	1	160	33	320	59		
3346	Maureen Lyons Olson	insurance broker	  Marsh Inc.	N-7	1	692	95	759	121		
3347	Margaret Quinn Orloske	null	N-8	1	117	95	305	121			
3348	Virginia Anne Ormiston	null	N-5	0	242	33	419	59			
3349	Dominique Lisa Pandolfo	Marsh & McLennan Cos. Inc.	N-14	0	322	126	512	152			
3350	Michael Alaine Parkes	accountant	  Marsh & McLennan Cos. Inc.	N-12	0	591	126	755	152		
3351	Horace Robert Passananti	vice president	  Marsh & McLennan Cos. Inc.	N-11	3	415	95	611	121		
3352	Salvatore F. Pepe	vice president	  Marsh & McLennan Cos. Inc.	N-3	2	631	95	759	121		
3353	William Russell Peterson	claims examiner	  Marsh & McLennan Cos. Inc.	N-15	0	542	157	728	183		
3354	Eugenia McCann Piantieri	Marsh & McLennan Cos. Inc.	N-13	0	418	95	609	121			
3355	James Edward Potorti	null	N-11	0	35	95	201	121			
3356	Robert David Pugliese	trader	  Cantor Fitzgerald	N-10	0	228	95	392	121		
3357	Lars Peter Qualben	null	N-15	0	28	157	173	183			
3358	Jonathan C. Randall	null	N-6	1	390	126	548	152			
3359	Amenia Rasool	null	N-11	0	246	126	361	152			
3360	R. Mark Rasweiler	null	N-9	0	23	95	157	121			
3361	Gregory Reda	null	N-6	1	418	64	526	90			
3362	Timothy E. Reilly	Cantor Fitzgerald	N-11	0	451	64	578	90			
3363	Eileen Mary Rice	null	N-6	0	627	95	750	121			
3364	Kenneth Frederick Rice III	null	N-13	1	360	64	546	90			
3365	Venesha Orintia Richards	null	N-6	0	30	33	220	59			
3366	Alan Jay Richman	null	N-11	0	595	64	728	90			
3367	John M. Rigo	null	N-10	1	25	157	127	183			
3368	Linda Ivelisse Rivera	null	N-15	0	219	64	369	90			
3369	Jeffrey Robinson	null	N-16	1	373	64	500	90			
3370	Marsha A. Rodriguez	null	N-6	0	269	157	427	183			
3371	Aida Rosario	null	N-18	0	662	33	759	59			
3372	Linda Rosenbaum	null	N-12	0	185	95	316	121			
3373	Mark Louis Rosenberg	null	N-7	1	200	95	366	121			
3374	Joanne Rubino	null	N-14	1	142	64	255	90			
3375	Susan A. Ruggiero	null	N-13	2	578	64	717	90			
3376	Wayne Alan Russo	null	N-6	2	613	157	755	183			
3377	Brock Joel Safronoff	null	N-7	1	25	95	189	121			
3378	Rena Sam Dinnoo	null	N-12	0	30	95	164	121			
3379	Stacey Leigh Sanders	null	N-3	1	7	157	165	183			
3380	Susan Gayle Santo	null	N-9	0	483	157	627	183			
3381	Chapelle Renee Stewart Sarker	null	N-14	0	536	33	759	59			
3382	Susan M. Sauer	null	N-11	0	488	33	605	59			
3383	Frank G. Schott	 Jr.	null	N-13	1	610	33	759	59		
3384	Raphael Scorca	null	N-3	1	423	64	545	90			
3385	Arthur Warren Scullin	null	N-14	2	275	64	451	90			
3386	Alena Sesinova	null	N-3	0	453	33	570	59			
3387	Thomas Joseph Sgroi	null	N-8	0	597	95	754	121			
3388	Mohammed Shajahan	null	N-14	0	20	33	179	59			
3389	Earl Richard Shanahan	null	N-5	1	576	33	753	59			
3390	Kathryn Anne Shatzoff	null	N-10	0	33	95	211	121			
3391	Mark Shulman	null	N-10	0	642	33	755	59			
3392	Paul Joseph Simon	null	N-17	0	331	64	469	90			
3393	Joseph Michael Sisolak	trader	  Cantor Fitzgerald	N-6	2	434	95	605	121		
3394	Catherine T. Smith	null	N-16	0	1	157	140	183			
3395	Astrid Elizabeth Sohan	null	N-6	0	244	33	418	59			
3396	Michael Charles Sorresse	null	N-5	0	32	33	221	59			
3397	John Anthony Spataro	null	N-10	0	328	126	503	152			
3398	Maynard S. Spence	 Jr.	null	N-6	0	441	33	605	59		
3399	Mary Domenica Stanley	null	N-14	0	204	95	381	121			
3400	Jimmy Nevill Storey	null	N-12	0	406	64	551	90			
3401	Hilario Soriano Sumaya	 Jr.	null	N-8	0	640	126	759	152		
3402	Harry Taback	null	N-4	1	1	126	107	152			
3403	Norma C. Taddei	null	N-13	0	27	33	153	59			
3404	Phyllis Gail Talbot	null	N-11	0	34	157	179	183			
3405	Dennis Gerard Taormina	 Jr.	null	N-12	1	2	64	208	90		
3406	Lorisa Ceylon Taylor	null	N-15	0	564	64	727	90			
3407	David Gustaf Peter Tengelin	null	N-4	3	226	157	436	183			
3408	Lisa Marie Terry	null	N-11	0	631	95	753	121			
3409	Sal Edward Tieri	 Jr.	operations manager	  Cantor Fitzgerald	N-10	0	167	64	317	90	
3410	Michael E. Tinley	null	N-15	0	160	33	289	59			
3411	Jennifer M. Tino	null	N-11	0	200	33	322	59			
3412	John J. Tobin	null	N-8	0	651	33	753	59			
3413	Zhanetta Valentinovna Tsoy	null	N-13	0	3	157	220	183			
3414	John G. Ueltzhoeffer	null	N-15	0	160	95	320	121			
3415	Scott C. Vasel	null	N-16	1	28	33	140	59			
3416	Garo H. Voskerijian	null	N-13	1	252	95	401	121			
3417	Benjamin James Walker	managing director	  Merrill Lynch	N-16	1	414	126	582	152		
