Column 1	Column 2	Column 3	Column 4	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12
4329	Derrick Christopher Washington	null	S-66	1	267	126	513	152			
4330	Leonard Anthony White	null	S-66	1	49	126	234	152			
4331	Thomas Edward Hynes	Account manager	  Vestek division of Thomson Financial	S-37	0	415	95	584	121		
4332	Louis Calvin Williams III	null	S-37	1	357	64	537	90			
4333	Michele Beale	firefighter	  New York Fire Department	N-20	0	481	64	586	90		
4334	Paul Frederick Beatini	Allendale Insurance	S-63	0	220	95	384	121			
4335	David Shelby Berry	null	S-36	1	199	126	342	152			
4336	David G. Carlone	executive	  FM Global	S-63	0	323	126	456	152		
4337	Jean Marie Collin	risk manager	  Pfizer Inc.	S-63	1	303	64	437	90		
4338	Albert Conde	vice president	  Marsh & McLennan Cos. Inc.	S-63	0	5	126	111	152		
4339	Christine Egan	nurse epidemiologist	  Health Canada	S-53	1	218	157	332	183		
4340	Brian Patrick Monaghan	World Trade Center	S-64	1	324	64	510	90			
4341	Patrick J. Woods	null	S-64	0	419	95	549	121			
4342	Salvatore P. Lopes	travel consultant 	  Sandler O'Neil & Partners	S-53	0	32	95	173	121		
4343	Alan Bondarenko	Washington Group International	S-65	1	193	64	331	90			
4344	Carlos Cortés-Rodriguez	null	S-65	0	57	95	248	121			
4345	Robert J. DeAngelis	 Jr.	project manager	  Washington Group International	S-64	0	554	126	723	152	
4346	Ulf Ramm Ericson	civil engineer	  Washington Group International	S-65	0	17	64	152	90		
4347	Peter Mark Gyulavary	environmental engineer	  Washington Group International	S-65	0	58	157	224	183		
4348	Vassilios G. Haramis	mechanical engineer	  Washington Group International	S-65	1	249	33	400	59		
4349	Frederick Kuo	 Jr.	municipal bonds	  Cantor Fitzgerald	S-65	0	16	126	148	152	
4350	Ming-Hao Liu	engineer	  Washington Group International	S-64	0	636	33	742	59		
4351	Frank V. Moccia	 Sr.	facility planner	  Washington Group International	S-65	0	197	126	349	152	
4352	Emelda H. Perry	Washington Group International	S-64	0	635	157	755	183			
4353	Anthony Portillo	janitorial	 cleaner	  ABM Industries	S-49	0	211	33	350	59	
4354	Luis Clodoaldo Revilla Mier	Washington Group International	S-65	0	270	157	482	183			
4355	Oleh D. Wengerchuk	null	S-65	0	46	33	203	59			
4356	John Bruce Eagleson	vice president	 East Coast	  The Westfield Group	S-66	0	315	64	475	90	
4357	Ivhan Luis Carpio Bautista	Windows on the World	N-69	0	2	64	200	90			
4358	Carlos Mario Muñoz	Windows on the World	N-70	0	558	64	719	90			
4359	Hugo M. Sanay	null	S-31	0	135	95	253	121			
4360	Robert Chin	account associate	  Xerox Corp.	S-39	2	563	33	659	59		
4361	Kathleen Moran	World Trade Center	S-63	2	430	95	557	121			
4362	Margaret Ann Alario	null	S-63	1	473	64	635	90			
4363	Ludwig John Picarro	vice president	  Zurich American Insurance	S-63	1	504	126	663	152		
4364	Timothy Franklin O'Sullivan	null	N-73	0	23	95	237	121			
4365	Donald Joseph Tuzio	Cantor Fitzgerald	S-39	0	257	126	416	152			
4366	Brett Owen Freiman	World Trade Center	S-46	0	191	33	342	59			
4367	Robert G. McIlvaine	assistant vice president of media relations	  Merrill Lynch	N-22	1	295	64	446	90		
4368	Chih Min Foo	World Trade Center	  Building 4	S-44	0	15	157	121	183		
4369	Claribel Villalobos Hernandez	administrative assistant	  Sybase	N-23	1	1	126	228	152		
4370	Hernando Rafael Salas	null	S-38	0	248	157	422	183			
4371	Robert J. Mayo	fire safety director	  OCS Security	S-23	1	249	157	364	183		
4372	David Ortiz	accountant	  Fiduciary Trust International	S-27	0	0	157	94	183		
4373	Juan Ortega-Campos	World Trade Center	S-38	0	121	126	278	152			
4374	Mitchel Scott Wallace	null	S-26	0	328	126	504	152			
4375	Thomas Edward Jurgens	court officer	  New York State Supreme Court	S-26	0	534	126	717	152		
4376	Barbara Jean Arestegui	flight attendant	  American Airlines	N-74	2	304	33	476	59		
4377	Jeffrey Dwayne Collman	null	N-74	0	8	157	190	183			
4378	Sara Elizabeth Low	vice president	  Fred Alger Management	N-74	0	189	126	336	152		
4379	Karen Ann Martin	flight attendant	  American Airlines	N-74	1	358	64	496	90		
4380	Thomas F. McGuinness	 Jr.	first officer	  American Airlines	N-74	0	6	95	198	121	
4381	Kathleen Ann Nicosia	flight attendant	  American Airlines	N-74	2	175	64	338	90		
4382	John A. Ogonowski	captain	  American Airlines	N-74	1	8	64	156	90		
4383	Betty Ann Ong	null	N-74	2	160	33	277	59			
4384	Jean Destrehan Rogér	null	N-74	0	214	157	378	183			
4385	Dianne Bullis Snyder	null	N-74	0	6	126	163	152			
4386	Madeline Amy Sweeney	null	N-74	0	223	95	390	121			
4387	Anna S. W. Allison	null	N-2	0	431	157	574	183			
4388	David Lawrence Angell	executive producer	  NBC	N-1	1	351	33	527	59		
4389	Mary Lynn Edwards Angell	librarian	N-1	1	544	33	748	59			
4390	Seima David Aoyama	accountant	N-2	0	170	126	322	152			
4391	Myra Joy Aronson	press and analyst relations manager	  Compuware Corp.	N-74	0	357	126	499	152		
4392	Christine Johnna Barbuto	buyer	  TJX Co.	N-1	0	531	126	726	152		
4393	Carolyn Mayer Beug	null	N-1	1	178	33	334	59			
4394	Kelly Ann Booms	accountant	  PricewaterhouseCoopers	N-1	0	614	95	744	121		
4395	Carol Marie Bouchard	emergency room secretary	  Kent County Hospital	N-75	1	149	64	322	90		
4396	Neilie Anne Heffernan Casey	planning manager	  TJX Co.	N-75	1	26	95	232	121		
4397	Jeffrey W. Coombs	security analyst	  Compaq	N-2	0	28	95	166	121		
4398	Tara Kathleen Creamer	planning manager	  TJX Co.	N-75	1	255	95	428	121		
4399	Thelma Cuccinello	AA Flight 11	N-1	0	452	95	597	121			
4400	Patrick Joseph Currivan	vice president	  AtosEuronext	N-74	0	403	157	582	183		
4401	Andrew Peter Charles Curry Green	director	  eLogic	N-1	0	29	64	285	90		
4402	Brian Paul Dale	partner	  Blue Capital Management	N-76	0	120	126	242	152		
4403	David DiMeglio	computer service	N-2	0	238	33	358	59			
4404	Donald Americo DiTullio	endoscopy division	  Smith & Nephew Inc.	N-75	1	180	126	371	152		
4405	Alberto Dominguez	World Trade Center	N-2	0	359	126	507	152			
4406	Paige Marie Farley-Hackel	spiritual counselor	N-75	0	29	33	220	59			
4407	Alexander Milan Filipov	electrical engineer and church deacon	N-2	0	544	126	724	152			
4408	Carol Ann Flyzik	marketing supervisor	  Meditech	N-1	0	435	157	566	183		
4409	Paul J. Friedman	management consultant	  Emergence Consulting	N-75	0	206	157	329	183		
4410	Karleton Douglas Beye Fyfe	senior analyst	  John Hancock	N-1	1	511	64	719	90		
4411	Peter Alan Gay	plant manager	  Raytheon Co.	N-2	1	3	64	119	90		
4412	Linda M. George	null	N-75	0	447	95	572	121			
4413	Edmund Glazer	chief financial officer	  MRV Communications	N-75	0	621	33	739	59		
4414	Lisa Fenn Gordenstein	assistant vice president and merchandise manager	  TJX Co.	N-75	0	431	33	597	59		
4415	Peter Paul Hashem	trader	  Cantor Fitzgerald	N-2	0	37	157	177	183		
4416	Robert Jay Hayes	sales engineer	  Netstal	N-76	0	468	126	596	152		
4417	Edward R. Hennessy	 Jr.	partner	  Emergence Consulting	N-76	0	381	95	554	121	
4418	John A. Hofer	owner	  John's Sharpening Center	N-2	1	615	64	724	90		
4419	Cora Hidalgo Holland	Sudbury Food Pantry at Our Lady of Fatima Church	N-2	0	575	95	751	121			
4420	John Nicholas Humber	 Jr.	owner	  Brae Burn Management	N-1	0	46	126	240	152	
4421	Waleed Joseph Iskandar	Chief of Digital Strategy for Europe	  Monitor Group	N-1	0	34	157	212	183		
4422	John Charles Jenkins	retired astronautical engineer and manager of space programs	  BAE Systems	N-76	0	169	95	325	121		
4423	Charles Edward Jones	retired astronautical engineer and manager of space programs	  BAE Systems	N-74	0	585	95	752	121		
4424	Robin Lynne Kaplan	null	N-1	0	597	157	746	183			
4425	Barbara A. Keating	Assistant Deputy Chief	  New York Fire Department	N-76	0	501	157	644	183		
4426	David P. Kovalcin	null	N-2	0	1	126	136	152			
4427	Judith Camilla Larocque	null	N-2	0	29	33	216	59			
4428	Natalie Janis Lasden	null	N-75	1	0	126	152	152			
4429	Daniel John Lee	road crew	  Backstreet Boys	N-2	0	297	64	416	90		
4430	Daniel M. Lewin	co-founder and chief technology officer	  Akamai Technologies	N-75	0	594	95	715	121		
4431	Susan A. Mackay	assistant vice president of merchandise planning and allocation	  TJX Co.	N-1	0	385	126	513	152		
4432	Christopher D. Mello	firefighter	  New York Fire Department	N-75	0	566	126	728	152		
4433	Jeffrey Peter Mladenik	interim CEO	  eLogic	N-1	0	239	157	404	183		
4434	Carlos Alberto Montoya	AA Flight 11	N-75	0	565	64	756	90			
4435	Antonio De Jesus Montoya Valdes	housekeeping worker	  Boston Harbor Hotel	N-74	0	502	33	756	59		
4436	Laura Lee Defazio Morabito	national sales manager	  Qantas Airways	N-75	0	340	64	548	90		
4437	Mildred Rose Naiman	retired tester	  Western Electric Co.	N-75	0	246	33	405	59		
4438	Laurie Ann Neira	transcriber	  Your Office Genie	N-76	0	344	157	472	183		
4439	Renee Tetreault Newell	null	N-74	1	715	64	759	90			
4440	Jacqueline June Norton	retiree	N-2	1	376	95	556	121			
4441	Robert Grant Norton	retiree	N-2	1	190	95	357	121			
4442	Jane Marie Orth	null	N-75	0	346	157	469	183			
4443	Thomas Nicholas Pecorelli	cameraman	  Fox Sports and E! Entertainment Television	N-74	0	521	126	723	152		
4444	Berry Berenson Perkins	actress and photographer	N-76	0	270	126	441	152			
4445	Sonia Mercedes Morales Puopolo	null	N-76	0	71	157	320	183			
4446	David E. Retik	null	N-1	0	258	126	363	152			
4447	Philip Martin Rosenzweig	null	N-2	0	209	157	397	183			
4448	Richard Barry Ross	null	N-2	1	603	157	750	183			
4449	Jessica Leigh Sachs	null	N-74	0	416	95	558	121			
4450	Rahma Salie and her unborn child	null	N-1	1	186	95	436	121			
4451	Heather Lee Smith	null	N-75	0	402	126	537	152			
4452	Douglas Joel Stone	null	N-74	0	608	157	759	183			
4453	Dino Xavier Suarez Ramirez	null	N-75	0	488	157	689	183			
4454	Michael Theodoridis	null	N-1	1	17	95	174	121			
4455	James Anthony Trentini	null	N-2	1	577	33	753	59			
4456	Mary Barbara Trentini	null	N-2	1	386	33	555	59			
4457	Pendyala Vamsikrishna	null	N-74	0	515	64	685	90			
4458	Mary Alice Wahlstrom	null	N-1	1	0	33	165	59			
4459	Kenneth E. Waldie	flight attendant	  American Airlines	N-2	1	140	64	278	90		
4460	John Joseph Wenckus	vice president	  Cantor Fitzgerald	N-2	1	436	64	598	90		
4461	Candace Lee Williams	Northeastern University student	N-75	0	28	157	189	183			
4462	Christopher R. Zarba	 Jr.	World Trade Center	N-1	1	303	64	484	90		
4463	John Christopher Moran	battalion commander	  New York Fire Department	N-20	0	30	64	218	90		
4464	Simon Marash Dedvukaj	Janitorial	 foreman	  ABM Industries	N-64	0	240	95	419	121	
4465	Elaine Myra Greenberg	Compaq	N-20	1	275	33	444	59			
4466	Ricknauth Jaggernauth	construction worker	  NTX Interiors	N-71	1	554	64	732	90		
4467	Charles Gregory Costello	 Jr.	elevator technician	  Thyssen Kropp	N-64	0	539	33	759	59	
4468	Joseph Agnello	firefighter	  New York Fire Department	S-11	0	387	33	506	59		
4469	Brian G. Ahearn	firefighter	  New York Fire Department	S-13	0	30	64	153	90		
4470	Eric Allen	firefighter	  New York Fire Department	S-21	0	41	157	122	183		
4471	Richard Dennis Allen	volunteer medic	  Forest Hills Ambulance Corps	S-21	0	16	126	176	152		
4472	James M. Amato	vice president	  Cantor Fitzgerald	S-7	1	716	157	759	183		
4473	Calixto Anaya	 Jr.	firefighter	  New York Fire Department	S-21	0	605	95	741	121	
4474	Joseph John Angelini	 Jr.	firefighter	 Ladder Co. 4	  New York Fire Department	S-9	1	259	95	439	121
4475	Joseph Angelini	 Sr.	firefighter	 Rescue Co. 1	  New York Fire Department	S-9	1	182	64	327	90
4476	Faustino Apostol	 Jr.	Firefighter	  New York Fire Department	S-6	0	23	33	183	59	
4477	David Gregory Arce	firefighter	  New York Fire Department	S-13	1	461	95	613	121		
4478	Louis Arena	firefighter	  New York Fire Department	S-5	0	635	64	729	90		
4479	Carl Francis Asaro	firefighter	  New York Fire Department	S-10	0	240	157	386	183		
4480	Gregg A. Atlas	firefighter	  New York Fire Department	S-5	0	78	157	193	183		
4481	Gerald Thomas Atwood	null	S-11	0	21	157	204	183			
4482	Gerard Baptiste	firefighter	  New York Fire Department	S-14	1	152	64	274	90		
4483	Gerard A. Barbara	Assistant Deputy Chief	  New York Fire Department	S-18	0	29	95	169	121		
4484	Matthew Barnes	World Trade Center	S-21	0	630	64	757	90			
4485	Arthur Thaddeus Barry	null	S-20	1	247	126	426	152			
4486	Steven Joseph Bates	firefighter	  New York Fire Department	S-6	0	609	126	758	152		
4487	Carl John Bedigian	firefighter	  New York Fire Department	S-21	1	535	33	680	59		
4488	Stephen Elliot Belson	firefighter	  New York Fire Department	S-17	1	286	126	450	152		
4489	John P. Bergin	null	S-6	0	21	95	131	121			
4490	Paul Michael Beyer	assistant director	  Aon Corp.	S-14	1	181	126	325	152		
4491	Peter Alexander Bielfeld	firefighter	  New York Fire Department	S-18	0	540	64	721	90		
4492	Brian Eugene Bilcher	firefighter	  New York Fire Department	S-14	0	36	95	193	121		
4493	Carl Vincent Bini	firefighter	  New York Fire Department	S-6	2	661	95	759	121		
4494	Christopher Joseph Blackwell	firefighter	  New York Fire Department	S-15	0	313	157	535	183		
4495	Michael L. Bocchino	firefighter	  New York Fire Department	S-19	1	389	95	545	121		
4496	Frank J. Bonomo	firefighter	  New York Fire Department	S-12	0	235	64	364	90		
4497	Gary R. Box	firefighter	  New York Fire Department	S-6	0	296	157	388	183		
4498	Michael Boyle	firefighter	  New York Fire Department	S-13	1	643	95	753	121		
4499	Kevin Hugh Bracken	firefighter	  New York Fire Department	S-15	0	463	95	615	121		
4500	Michael E. Brennan	firefighter	  New York Fire Department	S-10	1	609	95	755	121		
4501	Peter Brennan	firefighter	  New York Fire Department	S-8	0	384	95	495	121		
4502	Daniel J. Brethel	firefighter	  New York Fire Department	S-17	0	471	126	597	152		
4503	Patrick John Brown	firefighter	  New York Fire Department	S-8	1	663	33	759	59		
4504	Andrew Brunn	firefighter	  New York Fire Department	S-6	0	459	64	574	90		
4505	Vincent Edward Brunton	null	S-20	0	90	64	282	90			
4506	Ronald Bucca	store manager	  The Gap	S-14	0	97	33	209	59		
4507	Greg J. Buck	null	S-12	0	235	157	331	183			
4508	William Francis Burke	 Jr.	null	S-18	0	258	157	446	183		
4509	Donald J. Burns	broadcast engineer	  WABC-TV	S-18	1	358	95	483	121		
4510	John Patrick Burnside	null	S-12	0	577	126	743	152			
4511	Thomas M. Butler	investment banker	  Sandler O'Neill & Partners	S-7	0	373	157	509	183		
4512	Patrick Dennis Byrne	null	S-8	0	338	157	494	183			
4513	George C. Cain	firefighter	  New York Fire Department	S-20	0	526	33	641	59		
4514	Salvatore B. Calabro	firefighter	  New York Fire Department	S-8	0	681	157	759	183		
4515	Francis Joseph Callahan	null	S-17	0	8	126	191	152			
4516	Michael F. Cammarata	trader	  Cantor Fitzgerald	S-15	0	684	64	759	90		
4517	Brian Cannizzaro	firefighter	  New York Fire Department	S-8	0	518	157	653	183		
4518	Dennis M. Carey	 Sr.	firefighter	  New York Fire Department	S-7	2	706	126	759	152	
4519	Michael Scott Carlo	firefighter	  New York Fire Department	S-12	0	386	64	546	90		
4520	Michael T. Carroll	firefighter	  New York Fire Department	S-8	0	305	33	449	59		
4521	Peter J. Carroll	firefighter	  New York Fire Department	S-6	0	9	157	129	183		
4522	Thomas Anthony Casoria	firefighter	  New York Fire Department	S-18	0	173	33	365	59		
4523	Michael Joseph Cawley	firefighter	  New York Fire Department	S-11	1	486	64	657	90		
4524	Vernon Paul Cherry	firefighter	  New York Fire Department	S-11	0	94	33	247	59		
4525	Nicholas Paul Chiofalo	firefighter	  New York Fire Department	S-7	0	437	126	618	152		
4526	John G. Chipura	firefighter	  New York Fire Department	S-21	0	312	64	435	90		
4527	Michael J. Clarke	firefighter	  New York Fire Department	S-16	0	583	33	712	59		
4528	Steven Coakley	firefighter	  New York Fire Department	S-13	1	397	157	515	183		
4529	Tarel Coleman	World Trade Center	S-23	0	171	95	285	121			
4530	John Michael Collins	firefighter	  New York Fire Department	S-22	0	658	64	759	90		
4531	Robert Joseph Cordice	firefighter	  New York Fire Department	S-7	0	523	157	691	183		
4532	Ruben D. Correa	firefighter	  New York Fire Department	S-9	0	611	33	736	59		
4533	James Raymond Coyle	firefighter	  New York Fire Department	S-7	0	169	33	331	59		
4534	Robert James Crawford	firefighter	  New York Fire Department	S-18	0	550	126	727	152		
4535	John A. Crisci	firefighter	  New York Fire Department	S-8	0	576	126	682	152		
4536	Dennis A. Cross	battalion chief	  New York Fire Department	S-6	0	395	126	515	152		
4537	Thomas Patrick Cullen III	firefighter	  New York Fire Department	S-13	0	107	33	297	59		
4538	Robert Curatolo	firefighter	  New York Fire Department	S-19	1	185	126	318	152		
4539	Edward A. D'Atri	firefighter	  New York Fire Department	S-6	0	147	157	278	183		
4540	Michael D. D'Auria	firefighter	  New York Fire Department	S-16	0	190	95	333	121		
4541	Scott Matthew Davidson	firefighter	  New York Fire Department	S-10	0	642	33	759	59		
4542	Edward James Day	null	S-15	0	371	64	509	90			
4543	Thomas Patrick DeAngelis	battalion commander	  New York Fire Department	S-16	0	202	64	396	90		
4544	Manuel Del Valle	 Jr.	firefighter	  New York Fire Department	S-16	1	671	64	759	90	
4545	Martin N. DeMeo	firefighter	  New York Fire Department	S-9	0	216	126	347	152		
4546	David Paul DeRubbio	firefighter	  New York Fire Department	S-14	0	594	126	751	152		
4547	Andrew J. Desperito	firefighter	  New York Fire Department	S-18	0	114	126	263	152		
4548	Dennis Lawrence Devlin	null	S-15	0	482	126	660	152			
4549	Gerard P. Dewan	null	S-8	0	0	33	128	59			
4550	George DiPasquale	firefighter	  New York Fire Department	S-17	0	0	33	146	59		
4551	Kevin W. Donnelly	firefighter	  New York Fire Department	S-6	0	428	33	569	59		
4552	Kevin Christopher Dowdell	null	S-11	0	96	95	301	121			
4553	Raymond Matthew Downey	 Sr.	chief of special operations command	  New York Fire Department	S-9	1	283	33	515	59	
4554	Gerard J. Duffy	firefighter	  New York Fire Department	S-10	0	635	157	753	183		
4555	Martin J. Egan	 Jr.	firefighter	  New York Fire Department	S-11	0	619	33	755	59	
4556	Michael J. Elferis	firefighter	  New York Fire Department	S-18	0	27	33	155	59		
4557	Francis Esposito	null	S-7	1	140	126	267	152			
4558	Michael A. Esposito	Computer programmer	  Marsh & McLennan Cos. Inc.	S-7	1	212	157	360	183		
4559	Robert Edward Evans	broadcast engineer	  CBS-TV	S-15	1	1	95	164	121		
4560	John Joseph Fanning	battalion commander	  New York Fire Department	S-11	0	2	64	158	90		
4561	Thomas James Farino	firefighter	  New York Fire Department	S-19	0	482	157	639	183		
4562	Terrence Patrick Farrell	firefighter	  New York Fire Department	S-11	0	691	95	759	121		
4563	Joseph D. Farrelly	firefighter	  New York Fire Department	S-22	0	8	95	145	121		
4564	William M. Feehan	first deputy commissioner	  New York Fire Department	S-18	0	195	95	332	121		
4565	Lee S. Fehling	firefighter	  New York Fire Department	S-7	0	23	126	127	152		
4566	Alan D. Feinberg	firefighter	  New York Fire Department	S-10	0	103	157	229	183		
4567	Michael C. Fiore	firefighter	  New York Fire Department	S-5	0	78	95	202	121		
4568	John R. Fischer	firefighter	  New York Fire Department	S-13	0	24	126	139	152		
4569	Andre G. Fletcher	firefighter	  New York Fire Department	S-7	0	65	95	201	121		
4570	John Joseph Florio	firefighter	  New York Fire Department	S-22	1	97	33	242	59		
4571	Michael N. Fodor	firefighter	  New York Fire Department	S-11	0	539	157	674	183		
4572	Thomas J. Foley	firefighter	  New York Fire Department	S-16	0	7	157	127	183		
4573	David J. Fontana	firefighter	  New York Fire Department	S-6	0	408	157	538	183		
4574	Robert Joseph Foti	firefighter	  New York Fire Department	S-20	0	61	33	203	59		
4575	Andrew Fredericks	firefighter	  New York Fire Department	S-21	1	347	157	488	183		
4576	Peter L. Freund	firefighter	  New York Fire Department	S-7	1	505	64	621	90		
4577	Thomas Gambino	 Jr.	firefighter	  New York Fire Department	S-15	0	131	157	285	183	
4578	Peter James Ganci Jr.	chief of department	  New York Fire Department	S-17	0	590	95	746	121		
4579	Charles William Garbarini	firefighter	  New York Fire Department	S-12	0	640	95	759	121		
4580	Thomas A. Gardner	firefighter	  New York Fire Department	S-8	0	248	126	395	152		
4581	Matthew David Garvey	firefighter	  New York Fire Department	S-6	0	555	157	729	183		
4582	Bruce Gary	firefighter	  New York Fire Department	S-15	0	646	95	736	121		
4583	Gary Paul Geidel	null	S-10	0	144	64	273	90			
4584	Edward F. Geraghty	null	S-9	0	697	157	759	183			
4585	Denis P. Germain	null	S-16	0	425	33	549	59			
4586	Vincent Francis Giammona	firefighter	  New York Fire Department	S-6	1	10	64	208	90		
4587	James Andrew Giberson	firefighter	  New York Fire Department	S-16	0	217	126	391	152		
4588	Ronnie E. Gies	firefighter	  New York Fire Department	S-8	0	514	95	620	121		
4589	Paul John Gill	firefighter	  New York Fire Department	S-9	0	639	126	752	152		
4590	John F. Ginley	firefighter	  New York Fire Department	S-16	0	351	95	460	121		
4591	Jeffrey John Giordano	firefighter	  New York Fire Department	S-8	0	467	33	636	59		
4592	John Giordano	firefighter	  New York Fire Department	S-18	0	554	157	673	183		
4593	Keith Alexander Glascoe	firefighter	  New York Fire Department	S-11	0	210	157	394	183		
4594	James Michael Gray	firefighter	  New York Fire Department	S-13	0	165	126	311	152		
4595	Joseph Grzelak	Battalion Commander	  New York Fire Department	S-19	1	251	95	366	121		
4596	Jose A. Guadalupe	firefighter	  New York Fire Department	S-10	1	26	126	164	152		
4597	Geoffrey E. Guja	firefighter	  New York Fire Department	S-12	0	7	64	133	90		
4598	Joseph P. Gullickson	firefighter	  New York Fire Department	S-9	0	424	157	579	183		
4599	David Halderman	firefighter	  New York Fire Department	S-21	1	520	157	653	183		
4600	Vincent Gerard Halloran	firefighter	  New York Fire Department	S-13	0	174	95	366	121		
4601	Robert W. Hamilton	account associate	  Xerox Corp.	S-12	0	516	33	669	59		
4602	Sean S. Hanley	null	S-12	0	249	126	361	152			
4603	Thomas Paul Hannafin	null	S-5	1	79	64	251	90			
4604	Dana Rey Hannon	null	S-19	0	134	157	271	183			
4605	Daniel Edward Harlin	librarian	S-16	0	64	33	230	59			
4606	Harvey L. Harrell	null	S-5	1	220	95	354	121			
4607	Stephen G. Harrell	bond broker	  Cantor Fitzgerald	S-5	1	245	126	387	152		
4608	Timothy Shawn Haskell	null	S-22	1	96	157	274	183			
4609	Thomas Theodore Haskell	 Jr.	null	S-22	1	7	126	226	152		
4610	Terence S. Hatton	null	S-9	2	29	64	167	90			
4611	Michael Helmut Haub	trader	  Cantor Fitzgerald	S-10	0	76	95	239	121		
4612	Michael K. Healey	firefighter	  New York Fire Department	S-12	0	697	33	759	59		
4613	John F. Heffernan	firefighter	  New York Fire Department	S-15	0	529	64	666	90		
4614	Ronnie Lee Henderson	firefighter	  New York Fire Department	S-23	0	30	33	195	59		
4615	Joseph Patrick Henry	firefighter	  New York Fire Department	S-10	0	467	157	624	183		
4616	William L. Henry	 Jr.	firefighter	  New York Fire Department	S-10	0	445	64	595	90	
4617	Thomas J. Hetzel	firefighter	  New York Fire Department	S-17	0	165	64	292	90		
4618	Brian Christopher Hickey	null	S-12	0	332	95	519	121			
4619	Timothy Brian Higgins	firefighter	  New York Fire Department	S-22	0	568	95	735	121		
4620	Jonathan R. Hohmann	firefighter	  New York Fire Department	S-8	0	403	126	572	152		
4621	Thomas P. Holohan	firefighter	  New York Fire Department	S-14	1	346	126	496	152		
4622	Joseph Gerard Hunter	firefighter	  New York Fire Department	S-8	0	653	95	759	121		
4623	Walter G. Hynes	firefighter	  New York Fire Department	S-17	0	314	64	440	90		
4624	Jonathan Lee Ielpi	firefighter	  New York Fire Department	S-7	1	463	95	599	121		
4625	Frederick J. Ill	 Jr.	firefighter	  New York Fire Department	S-16	0	261	33	393	59	
4626	William R. Johnston	firefighter	  New York Fire Department	S-14	0	6	126	159	152		
4627	Andrew Brian Jordan	 Sr.	firefighter	  New York Fire Department	S-22	0	420	126	609	152	
4628	Karl Henry Joseph	firefighter	  New York Fire Department	S-20	0	234	95	372	121		
4629	Anthony Jovic	firefighter	  New York Fire Department	S-10	0	99	33	213	59		
4630	Angel L. Juarbe	 Jr.	Firefighter	  New York Fire Department	S-16	3	547	95	687	121	
4631	Mychal F. Judge	fire chaplain	  New York Fire Department	S-18	0	575	95	699	121		
4632	Vincent D. Kane	police officer	 emergency services unit	  New York Police Department	S-18	0	379	33	501	59	
4633	Charles L. Kasper	null	S-11	0	9	126	140	152			
4634	Paul Hanlon Keating	null	S-5	0	453	64	614	90			
4635	Thomas Richard Kelly	firefighter	  New York Fire Department	S-20	0	638	64	759	90		
4636	Thomas W. Kelly	firefighter	  New York Fire Department	S-20	0	433	126	561	152		
4637	Richard John Kelly	 Jr.	firefighter	  New York Fire Department	S-15	0	181	64	349	90	
4638	Thomas J. Kennedy	firefighter	  New York Fire Department	S-8	0	178	157	317	183		
4639	Ronald T. Kerwin	firefighter	  New York Fire Department	S-8	0	233	95	366	121		
4640	Michael Vernon Kiefer	firefighter	  New York Fire Department	S-22	0	236	126	403	152		
4641	Robert King	 Jr.	firefighter	  New York Fire Department	S-14	1	600	95	718	121	
4642	Scott Michael Kopytko	firefighter	  New York Fire Department	S-21	0	367	126	544	152		
4643	William Edward Krukowski	vice president	  Cantor Fitzgerald	S-11	0	699	157	759	183		
4644	Kenneth Bruce Kumpel	null	S-22	0	21	64	188	90			
4645	Thomas Joseph Kuveikis	null	S-22	0	375	95	548	121			
4646	David James LaForge	firefighter	  New York Fire Department	S-12	0	73	126	229	152		
4647	William David Lake	Marsh USA	S-16	0	654	157	759	183			
4648	Robert T. Lane	Cantor Fitzgerald	S-7	0	644	64	756	90			
4649	Peter J. Langone	vice president for sales	  TimeTrade	S-23	1	298	95	423	121		
4650	Scott Larsen	null	S-21	0	557	126	660	152			
4651	Joseph Gerard Leavey	null	S-21	0	193	126	353	152			
4652	Neil J. Leavy	executive director	  Port Authority of New York and New Jersey	S-13	1	522	157	615	183		
4653	Daniel F. Libretti	firefighter	  New York Fire Department	S-17	0	79	157	206	183		
4654	Carlos R. Lillo	Paramedic	  New York Fire Department	S-11	0	608	126	723	152		
4655	Robert Thomas Linnane	firefighter	  New York Fire Department	S-12	0	382	126	559	152		
4656	Michael Francis Lynch	null	S-15	0	263	95	433	121			
4657	Michael Francis Lynch	null	S-9	0	641	95	759	121			
4658	Michael J. Lyons	null	S-13	0	495	33	620	59			
4659	Patrick John Lyons	null	S-23	0	14	95	160	121			
4660	Joseph Maffeo	software analyst	  Marsh & McLennan Cos. Inc.	S-9	0	113	157	225	183		
4661	William J. Mahoney	vice president	  Euro Brokers Inc.	S-11	0	324	95	470	121		
4662	Joseph E. Maloney	null	S-7	0	2	33	139	59			
4663	Joseph Ross Marchbanks	 Jr.	battalion commander	  New York Fire Department	S-5	0	671	126	759	152	
4664	Charles Joseph Margiotta	firefighter	  New York Fire Department	S-16	0	221	157	416	183		
4665	Kenneth Joseph Marino	firefighter	  New York Fire Department	S-9	0	512	64	686	90		
4666	John Daniel Marshall	firefighter	  New York Fire Department	S-15	0	404	33	569	59		
4667	Peter C. Martin	firefighter	  New York Fire Department	S-18	0	33	157	150	183		
4668	Paul Richard Martini	firefighter	  New York Fire Department	S-12	0	720	157	759	183		
